級別	字詞	中文釋義
中級	balance	[動詞] 使平衡; [名詞] 平衡
中高級	balanced	[形容詞] 平衡的;安定的
初級	balcony	[名詞] 陽臺
中級	bald	[形容詞] 禿頭的
初級	ball	[名詞] 球
中級	ballet	[名詞] 芭蕾舞
初級	balloon	[名詞] 汽球
中高級	ballot	[動詞] 投票;投票表決; [名詞] 選票;候選人名單
中級	bamboo	[名詞] 竹子
中級	ban	[動詞] 禁止;取締; [名詞] 禁止;禁令
初級	banana	[名詞] 香蕉
初級	band	[名詞] 樂團;樂隊
中級	bandage	[動詞] 用繃帶包紮; [名詞] 繃帶
中級	band-aid	[形容詞] 補綴的; [名詞] 護創膠布(商標名)
中高級	bandit	[名詞] 強盜;土匪
中級	bang	[動詞] 發出砰的一聲;砰地敲; [名詞] 猛擊;猛撞
初級	bank	[名詞] 銀行;堤;岸
初級	banker	[名詞] 銀行家;莊家
中高級	banking	[名詞] 銀行業務;銀行業
中級	bankrupt	[形容詞] 破產的;已完全失敗的; [動詞] 使破產;使赤貧; [名詞] 破產者;赤貧者
中高級	bankruptcy	[名詞] 破產
中高級	banner	[名詞] 旗幟;橫幅;大標題
中高級	banquet	[動詞] 宴請; [名詞] 盛宴
初級	bar	[名詞] 棒,條;酒吧
中高級	barbarian	[形容詞] 野蠻(人)的; [名詞] 野蠻人
初級	barbecue	[動詞] (在戶外)烤,炙(肉類); [名詞] 烤肉
初級	barber	[名詞] 男理髮師
中高級	barbershop	[名詞] 理髮店
中級	bare	[形容詞] 裸的;僅僅的; [動詞] 露出
中高級	barefoot	[形容詞] 赤腳的; [副詞] 赤著腳地
中級	barely	[副詞] 僅僅;勉強
中級	bargain	[動詞] 討價還價; [名詞] 交易;廉價
中高級	barge	[動詞] 笨重緩慢地移動;猛闖; [名詞] 駁船;大型平底船
初級	bark	[動詞] 狗叫; [名詞] 吠聲
中級	barn	[名詞] 穀倉;糧倉
中高級	barometer	[名詞] 晴雨表;顯示變化的事物
中高級	barrack	[動詞] 提供營房;住入營房; [名詞] 營房;兵營;工房
中級	barrel	[名詞] 大桶
中高級	barren	[形容詞] 貧瘠的;荒蕪的;不妊的; [名詞] 瘠地;荒漠
中高級	barricade	[動詞] 設置路障;擋住; [名詞] 路障;障礙物
中級	barrier	[名詞] 障礙物;路障
初級	base	[動詞] 以...為基地; [名詞] 基;底;基部
初級	baseball	[名詞] 棒球
中級	based	[形容詞] 有根基的;有基地的
初級	basement	[名詞] 地下室
中高級	bash	[動詞] 痛擊;猛攻; [名詞] 痛擊;猛烈的一擊
初級	basic	[形容詞] 基本的
中高級	basically	[副詞] 基本上
中高級	basics	[名詞] 基礎;基本原理(或原則)
中級	basin	[名詞] 臉盆;盆地
初級	basis	[名詞] 基礎
初級	basket	[名詞] 籃子
初級	basketball	[名詞] 籃球
中高級	bass	[形容詞] 低沈的;男低音的; [名詞] 男低音;低音樂器;鱸魚
中高級	bastard	[形容詞] 私生的;雜種的; [名詞] 私生子;雜種;壞蛋
初級	bat	[名詞] 球棒;蝙蝠
中高級	batch	[名詞] 一批;一群;一爐;一團
初級	bath	[名詞] 洗澡
中級	bathe	[動詞] 洗澡
初級	bathroom	[名詞] 廁所;浴室
中高級	battalion	[名詞] 營;大隊
中高級	batter	[動詞] 連續猛擊;搗毀;把...用舊
中級	battery	[名詞] 電池
中級	battle	[動詞] 與...作戰; [名詞] 戰鬥;戰役
中高級	battlefield	[名詞] 戰場
中級	bay	[名詞] 海灣
中高級	bazaar	[名詞] (中東的)市場;商店街;義賣
初級	be	[動詞] 是;要;有;在
初級	beach	[名詞] 海灘
中級	bead	[動詞] 用珠裝飾; [名詞] 有孔小珠
中級	beak	[名詞] 鳥嘴
中級	beam	[動詞] 以樑支撐;用...照射; [名詞] 橫樑;光束
初級	bean	[名詞] 豆莢;豆子
初級	bear	[動詞] 承受; [名詞] 熊
初級	beard	[名詞] 鬍子
中高級	bearing	[名詞] 舉止;風度;關係
中級	beast	[名詞] 野獸
初級	beat	[動詞] 擊敗;敲擊; [名詞] 敲打;敲擊聲;心跳聲;滴答聲;拍子
中高級	beaten	[形容詞] 挨打的;被打敗的;攪成糊狀的
中高級	beating	[名詞] (尤指因處罰而)打;拍打;跳動;脈動
初級	beautiful	[形容詞] 漂亮的
中高級	beautify	[動詞] 使更加美麗;美化
中級	beauty	[名詞] 美貌;美人
初級	because	[連接詞] 因為
中高級	beckon	[動詞] (招手或點頭)示意;召喚
初級	become	[動詞] 變成
初級	bed	[名詞] 床
初級	bedroom	[名詞] 臥房
中級	bedtime	[形容詞] 睡前的; [名詞] 就寢時間
初級	bee	[名詞] 蜜蜂
初級	beef	[名詞] 牛肉
中高級	beep	[動詞] 作嗶嗶聲;吹警笛; [名詞] 嗶嗶的聲音
初級	beer	[名詞] 啤酒
中級	beetle	[名詞] 甲蟲
初級	before	[副詞] 較早;以前;曾經;在前;向前; [介系詞] 在…之前; [連接詞] 在...以前;與其...寧可;否則,要不然
中高級	beforehand	[副詞] 事先;提前地
中級	beg	[動詞] 乞討;懇求
中級	beggar	[動詞] 使貧窮; [名詞] 乞丐
初級	begin	[動詞] 開始
初級	beginner	[名詞] 新手
初級	beginning	[名詞] 開始
中高級	behalf	[名詞] 代表
初級	behave	[動詞] 舉動;守規矩
中級	behavior	[名詞] 行為
初級	behind	[副詞] 在背後;向背後;遲;落後; [介系詞] 在…後面
中級	being	[名詞] 存在;生存;生命;本質
初級	belief	[名詞] 相信;信仰
中級	believable	[形容詞] 可信的
初級	believe	[動詞] 相信
初級	bell	[名詞] 鈴;鐘
中級	belly	[名詞] 腹部
初級	belong	[動詞] 屬於
中高級	belongings	[名詞] 財產;攜帶物品
中高級	beloved	[形容詞] 心愛的; [名詞] 心愛的人
初級	below	[副詞] 在下面;到下面; [介系詞] 在…之下
初級	belt	[名詞] 腰帶
初級	bench	[名詞] 長凳;長椅
中級	bend	[動詞] 折彎;轉彎; [名詞] 彎;曲;俯
中級	beneath	[副詞] 在下; [介系詞] 在...之下
中級	beneficial	[形容詞] 有益的;有利的
中級	benefit	[動詞] 對...有益; [名詞] 利益;好處
中高級	bent	[形容詞] 彎曲的;決意的; [名詞] 愛好;傾向
中級	berry	[名詞] 莓果
初級	beside	[介系詞] 在...旁側
初級	besides	[副詞] 並且; [介系詞] 除...之外
中高級	besiege	[動詞] 圍攻;圍困;煩擾
初級	best	[形容詞] 最好的;最熟練的;最適當的; [副詞] 最好地;最適當地;最;極
中級	bet	[動詞] 以(錢;物等)打賭; [名詞] 打賭
中高級	betray	[動詞] 背叛;出賣
初級	better	[形容詞] 較佳的;更好的;更適當的; [副詞] 更好地;更適當地
初級	between	[介系詞] 在…和…之間
中高級	beverage	[名詞] 飲料
中高級	beware	[動詞] 當心;提防
中高級	bewilder	[動詞] 使迷惑;使糊塗;難住
初級	beyond	[副詞] 在更遠處; [介系詞] 越出;晚於;在...那一邊
中高級	bias	[動詞] 使存偏見; [名詞] 偏見;成見;斜線
中級	Bible	[名詞] 聖經
中高級	bibliography	[名詞] 參考書目
初級	bicycle	[名詞] 腳踏車
中級	bid	[動詞] 吩咐;(拍賣中)喊價; [名詞] 出價
初級	big	[形容詞] 大的
中級	bike	[名詞] 腳踏車
中高級	bilateral	[形容詞] 雙邊的;左右對稱的
初級	bill	[名詞] 帳單; 鈔票
中級	billion	[名詞] (美國)十億
中級	bin	[名詞] 貯藏箱
中級	bind	[動詞] 捆;綁
中高級	binding	[形容詞] 捆綁的;黏合的;有約束力的; [名詞] (書籍的)裝訂;捆綁;束縛
中級	bingo	[名詞] 賓果遊戲
中高級	binoculars	[名詞] 雙筒望遠鏡
中高級	biochemistry	[名詞] 生物化學
中級	biography	[名詞] 傳記
中高級	biological	[形容詞] 生物的;生物學的
初級	biology	[名詞] 生物學
初級	bird	[名詞] 鳥
中高級	birdie	[動詞] (高爾夫)打柏蒂球; [名詞] (兒語)小鳥;(高爾夫)柏蒂球
中級	birth	[名詞] 出生;起源
初級	birthday	[名詞] 生日
中級	biscuit	[名詞] (美國)小麵包
初級	bit	[名詞] 小片,;少量,一點點;片刻;位元
中高級	bitch	[動詞] 發牢騷; [名詞] 母狗;令人生厭的女人
初級	bite	[動詞] 咬; [名詞] 咬,叮
初級	bitter	[形容詞] 苦的;嚴酷的
中高級	bizarre	[形容詞] 奇異的;異乎尋常的
初級	black	[形容詞] 黑色的; [名詞] 黑色;美國黑人
初級	blackboard	[名詞] 黑板
中高級	blacksmith	[名詞] 鐵匠
中高級	blade	[名詞] 刀片;葉片;葉片狀物
初級	blame	[動詞] 歸咎於; [名詞] 責備,指責;責任
中高級	bland	[形容詞] 溫和的;無味的;枯燥乏味的
初級	blank	[形容詞] 空白的;空的,無內容的;茫然的; [名詞] 空白
初級	blanket	[名詞] 毯子
中高級	blare	[動詞] 發出響而刺耳的聲音; [名詞] 響而刺耳的聲音;耀眼的光
中高級	blast	[動詞] 炸開;吹奏;嚴厲批評; [名詞] (一陣)疾風;突然吹奏;爆破
中高級	blaze	[動詞] 燃燒;閃耀;炫示; [名詞] 火焰;火災;光輝;掃射
中高級	bleach	[動詞] 漂白;曬得褪色;使脫色; [名詞] 漂白;漂白劑
中高級	bleak	[形容詞] 荒涼的;陰冷的;無希望的
中級	bleed	[動詞] 流血
中級	blend	[動詞] 使混和
中級	bless	[動詞] 祝福;保佑
中級	blessing	[名詞] 祈神賜福;祝福
初級	blind	[形容詞] 瞎的
中級	blink	[動詞] 眨眼睛;閃爍; [名詞] 眨眼睛;一瞬間
中高級	blizzard	[名詞] 大風雪
中高級	bloc	[名詞] 團體;聯盟
初級	block	[動詞] 阻塞; [名詞] 街區
中高級	blockade	[動詞] 封鎖;擋住; [名詞] 封鎖;阻礙物
中高級	blonde	[形容詞] 白膚金髮碧眼的; [名詞] 白膚金髮碧眼的女人
初級	blood	[名詞] 血
中級	bloody	[形容詞] 流血的
中級	bloom	[動詞] 開花;興盛; [名詞] 開花
中級	blossom	[動詞] 開花;發展成; [名詞] 花;開花
中高級	blot	[動詞] 污損(名譽);(用吸墨紙)吸乾; [名詞] 墨水漬;污漬;污點
初級	blouse	[名詞] 女裝短上衣
初級	blow	[動詞] 吹; [名詞] 吹動,吹氣;強風;吹牛
初級	blue	[形容詞] 藍色的; [名詞] 藍色
中高級	blues	[名詞] 藍調;憂鬱
中高級	blunder	[動詞] 犯大錯;出漏子; [名詞] 大錯
中高級	blunt	[形容詞] 鈍的;遲鈍的;直率的; [動詞] 使鈍;使遲鈍;減弱
中高級	blur	[動詞] 使模糊不清;使朦朧; [名詞] 模糊;模糊不清的事物
中級	blush	[動詞] 臉紅; [名詞] 臉紅
初級	board	[動詞] 上車;上船; [名詞] 木板;膳食;車上;船上; 董事會
中級	boast	[動詞] 吹牛;誇耀; [名詞] 吹牛;大話
初級	boat	[名詞] 小船
中高級	bob	[動詞] 輕打;剪短(頭髮); [名詞] 輕打;(孩童或女子)短髮
中高級	bodily	[形容詞] 肉體的;身體的;有形的; [副詞] 親身地;以肉體形式;整體地
初級	body	[名詞] 身體
中高級	bodyguard	[名詞] 保鏢;護衛隊
中高級	bog	[名詞] 沼澤;泥塘
初級	boil	[動詞] (水等)沸騰;開;滾
中高級	boiling	[形容詞] 沸騰的;激昂的
中級	bold	[形容詞] 無畏的;大膽的
中高級	bolster	[動詞] 支撐;加固;支持; [名詞] 長枕;墊枕;支持物
中高級	bolt	[動詞] 閂上;用螺栓拴緊;吞吃;衝出; [名詞] 門栓;螺栓;電光;衝撞
初級	bomb	[名詞] 炸彈
中高級	bombard	[動詞] 砲擊;不斷攻擊;連續提出問題
中高級	bomber	[名詞] 轟炸機;使用炸彈的人
中級	bond	[動詞] 以...作抵押;使...黏合; [名詞] 結合力;束縛
中高級	bondage	[名詞] 奴隸身分;奴役;束縛
初級	bone	[名詞] 骨頭
中高級	bonus	[名詞] 獎金;額外津貼;分紅
中級	bony	[形容詞] 骨的;似骨的
初級	book	[動詞] 預訂;預雇;預約;登記; [名詞] 書本
初級	bookcase	[名詞] 書架
中高級	booking	[名詞] (座位或票子等的)預訂
中級	booklet	[名詞] 小冊子
中級	bookshelf	[名詞] 書架;書櫃
中級	bookstore	[名詞] 書店
中高級	boom	[動詞] 發出隆隆聲;激增;暴漲;興旺; [名詞] 隆隆聲;景氣;激增;暴漲
中高級	boost	[動詞] 舉;抬;推動;促進; [名詞] 一舉;一抬;推動;促進
中級	boot	[動詞] 開機; [名詞] (長筒)靴
中高級	booth	[名詞] (有篷的)貨攤;崗亭;(餐廳等)雅座
中級	border	[動詞] 毗鄰,接界; [名詞] 邊緣;邊境
中級	bore	[動詞] 使厭煩; [名詞] 令人討厭的人(或事物)
中高級	boredom	[名詞] 無聊;厭倦
初級	boring	[形容詞] 乏味的
初級	born	[形容詞] 出生的;誕生的
中高級	borough	[名詞] (某些州的)自治市鎮或自治區
初級	borrow	[動詞] 借
中高級	borrowing	[名詞] 借,借入;借用
中高級	bosom	[名詞] 胸;乳房;(衣服的)襟;胸懷
初級	boss	[名詞] 老闆
中高級	botanical	[形容詞] 植物學的;植物的
中高級	botany	[名詞] 植物學;(總稱)一個地區的植物
初級	both	[形容詞] 兩者; [副詞] 並;又;兩者皆; [代名詞] 兩者(都)
初級	bother	[動詞] 煩擾; [名詞] 煩惱,麻煩;使人煩惱的人(或事物)
初級	bottle	[名詞] 瓶子
初級	bottom	[形容詞] 最低的;最後的,最下的; [名詞] 底部;屁股
中高級	boulevard	[名詞] 林蔭大道;大馬路
中級	bounce	[動詞] 彈起,彈回; [名詞] 彈,反彈
中高級	bound	[形容詞] 受束縛的;裝訂好的;必然的; [名詞] 跳躍;領域;界限
中高級	boundary	[名詞] 邊界;分界線;界限
中高級	bout	[名詞] (拳擊等)比賽;較量;(疾病等)發作
初級	bow	[動詞] 鞠躬; [名詞] 弓
中高級	bowel	[名詞] 腸;內部;深處
初級	bowl	[名詞] 碗
中高級	bowler	[名詞] 玩保齡球戲的人
初級	bowling	[名詞] 保齡球戲
初級	box	[名詞] 箱;盒;匣
中高級	boxer	[名詞] 拳擊手;拳師;拳師狗
中高級	boxing	[名詞] 拳擊;拳術;裝箱
初級	boy	[名詞] 男孩
中級	boycott	[動詞] 聯合抵制; [名詞] 聯合抵制
中級	boyfriend	[名詞] 男朋友
中高級	boyhood	[名詞] (男姓的)童年
中級	bra	[名詞] 奶罩
中高級	brace	[動詞] 支撐;做好準備; [名詞] 支柱;大括號;(牙齒)矯正器
中級	bracelet	[名詞] 手鐲;臂鐲
中高級	bracket	[動詞] 用托架固定;用括弧括;相提並論; [名詞] 撐架;托座;方括弧;等級段
中高級	braid	[動詞] 編成辮子;編成穗帶;編結; [名詞] 髮辮;穗帶
初級	brain	[名詞] 腦;智力,頭腦
中級	brake	[動詞] 煞車,制動; [名詞] 煞車
初級	branch	[名詞] 樹枝;支部
中級	brand	[動詞] 印...商標於; [名詞] 商標
中高級	brand-new	[形容詞] 全新的
中級	brass	[形容詞] 黃銅製的,黃銅色的; [名詞] 黃銅
中高級	brassiere	[名詞] 胸罩
初級	brave	[形容詞] 勇敢的
中級	bravery	[名詞] 勇敢,勇氣
中高級	breach	[動詞] 破壞;違反;侵害;衝破; [名詞] (對法律等的)破壞;侵害;缺口
初級	bread	[名詞] 麵包
中高級	breadth	[名詞] 寬度;幅度;寬宏
初級	break	[動詞] 斷裂;中斷;打破（記錄）; [名詞] 暫停
中高級	break up	[片語] 崩潰;分離;解散
中高級	breakdown	[名詞] 故障;損壞;崩潰;分析
初級	breakfast	[名詞] 早餐
中高級	break-in	[名詞] 非法侵入
中高級	breakthrough	[名詞] 突圍;突破;突破性進展
中級	breast	[動詞] 挺胸面對; [名詞] 乳房
中級	breath	[名詞] 呼吸,氣息;微風
中級	breathe	[動詞] 呼吸
中級	breed	[動詞] 使繁殖,飼養; [名詞] 品種
中高級	breeder	[名詞] 交配動物者;培育植物者
中級	breeze	[動詞] 吹著微風; [名詞] 微風
中高級	brew	[動詞] 釀造;醞釀著; [名詞] 釀製飲料
中級	bribe	[動詞] 向...行賄; [名詞] 賄賂
初級	brick	[名詞] 磚塊
中級	bride	[名詞] 新娘
中級	bridegroom	[名詞] 新郎
初級	bridge	[名詞] 橋
初級	brief	[形容詞] 短暫的
中級	briefcase	[名詞] 公事包
中高級	briefing	[名詞] 簡報
中高級	briefly	[副詞] 簡潔地;簡單地說;短暫地
中高級	brigade	[名詞] (軍)旅團
初級	bright	[形容詞] 光亮的
中級	brilliant	[形容詞] 明亮的;才華橫溢的;傑出的
初級	bring	[動詞] 帶來
中高級	brink	[名詞] 邊;邊緣
中高級	brisk	[形容詞] 輕快的;興旺的;寒冷而清新的
初級	Britain	[名詞] 大不列顛;英國
初級	British	[形容詞] 英國人的;英國的; [名詞] 英國英語
中高級	brittle	[形容詞] 脆的;易碎的;易生氣的
初級	broad	[形容詞] 寬廣的
初級	broadcast	[動詞] 廣播; [名詞] 廣播;廣播節目;散佈;播種
中高級	broadcaster	[名詞] 廣播(或電視)公司;廣播員
中高級	broadcasting	[名詞] (電臺、電視臺的)廣播;播放
中高級	broaden	[動詞] 變寬;變闊;擴大
中高級	broadly	[副詞] 寬廣地;概括地;明白地;明顯地
中高級	brochure	[名詞] 小冊子
中高級	broil	[動詞] 烤;炙
中級	broke	[形容詞] 一文不名的;破了產的
中高級	broker	[動詞] 做掮客; [名詞] 經紀人;掮客
中高級	bronze	[名詞] 青銅;青銅製品;古銅色
中高級	brooch	[名詞] 女用胸針(或領針)
中高級	brood	[動詞] 孵蛋;籠罩;沈思;沮喪; [名詞] 一窩孵出的雛鳥;一家的孩子們
中級	brook	[名詞] 小河,小溪
中級	broom	[名詞] 掃帚
中高級	broth	[名詞] (用肉、蔬菜等煮成的)湯
初級	brother	[名詞] 兄;弟
中高級	brotherhood	[名詞] 兄弟關係;同志關係
中高級	brow	[名詞] 眉頭;眉毛
初級	brown	[形容詞] 褐色的;棕色的; [名詞] 棕色
中級	brownie	[名詞] 果仁巧克力小方塊蛋糕
中級	browse	[動詞] 瀏覽; [名詞] 瀏覽
中高級	bruise	[動詞] 使受瘀傷;碰傷(水果);挫傷(感情); [名詞] 青腫;(水果等)碰傷;挫傷
初級	brunch	[名詞] 早午餐
